headline,abstract,emotion,subject,emotVal,date
"Nursing My Daughter, and Some Grievances",Is the risk of a milk bomb on a flight really that great?,surprise,65,0.0625349132825534,2006-10-15
"Nursing My Daughter, and Some Grievances",Lindsay Sterling Modern Love essay on her anger at airport security for confiscating frozen gel packs she needed to preserve breast milk; she was accumulating milk on one business trip in order to have enough to leave infant daughter again for another business trip two weeks later (M),surprise,66,0.09725192174060254,2006-10-15
"Nursing My Daughter, and Some Grievances",Lindsay Sterling Modern Love essay on her anger at airport security for confiscating frozen gel packs she needed to preserve breast milk; she was accumulating milk on one business trip in order to have enough to leave infant daughter again for another business trip two weeks later (M),sadness,66,0.08844732083159612,2006-10-15
"Nursing My Daughter, and Some Grievances",Lindsay Sterling Modern Love essay on her anger at airport security for confiscating frozen gel packs she needed to preserve breast milk; she was accumulating milk on one business trip in order to have enough to leave infant daughter again for another business trip two weeks later (M),anger,66,0.05,2006-10-15
When a Relationship Carries the Weight of History,"Lauren Fox article on deciding to marry man she loved, a Potestant-raised, atheist Irishman, even though she deeply wanted to marry a Jew in order to honor members of her family lost to Holocaust; drawing (M)",joy,67,0.16924201289011573,2006-10-22
When a Relationship Carries the Weight of History,"Lauren Fox article on deciding to marry man she loved, a Potestant-raised, atheist Irishman, even though she deeply wanted to marry a Jew in order to honor members of her family lost to Holocaust; drawing (M)",sadness,67,0.1378221490307449,2006-10-22
When a Relationship Carries the Weight of History,"Lauren Fox article on deciding to marry man she loved, a Potestant-raised, atheist Irishman, even though she deeply wanted to marry a Jew in order to honor members of her family lost to Holocaust; drawing (M)",surprise,67,0.06594515328410976,2006-10-22
"My Parents Couldn’t Outlive, or Outrun, Each Other",Their split was not like today’s rational affairs.  It began and ended with a butcher knife.,joy,41,0.12217425067756904,2007-03-18
"My Parents Couldn’t Outlive, or Outrun, Each Other",Their split was not like today’s rational affairs.  It began and ended with a butcher knife.,sadness,41,0.06730086205215931,2007-03-18
"My Parents Couldn’t Outlive, or Outrun, Each Other",Their split was not like today’s rational affairs.  It began and ended with a butcher knife.,surprise,41,0.05763538781381878,2007-03-18
"If We Met in a Former Life, Maybe He Was Straight Then",He’s gay. She was undeterred. He’s still gay.,joy,68,0.10332269762917545,2007-03-25
Never Tell Our Business to Strangers,The story began when I was 5 years old and the F.B.I. came for my father.,joy,41,0.07970277736525028,2007-04-01
An Adopted Child Is a Riddle. Now I Have a Clue.,"A meeting with the birth mother provides answers, and also some questions.",fear,41,0.10149515033835707,2007-04-22
An Ancient Coda to My 21st-Century Divorce,I thought my gay ex and I had closure: a rabbi knew better.,joy,67,0.20382111824985086,2007-05-06
My First Lesson in Motherhood,How would we manage her care? Yet how could we leave her behind?,surprise,41,0.089643491173299,2007-05-13
My First Lesson in Motherhood,How would we manage her care? Yet how could we leave her behind?,sadness,41,0.07166180966677001,2007-05-13
Mr. What-If Is Circling Around My Marriage,"Frank seems confident that if he waits long enough, my wife will be his again.",joy,5,0.1586426501297391,2007-05-20
She Handed Me a Cup From the Fountain of Youth,"She could be my daughter, and we’re having too much fun.",joy,46,0.3025421675006176,2007-02-04
"Dear Editor, the Secret of Love Is ...","As the editor of the modern love column, Daniel Jones finds one common thread: Wisdom about love is sorely lacking.",joy,69,0.14226309463670567,2007-02-11
"The Hunter-Gatherer, Parking Division","A mating dance, between car and curb.",surprise,41,0.07809489459376626,2007-02-25
"My Triplets Were Inseparable, Whatever the Risks","In a multiple birth, a troubling calculation of the odds.",sadness,6,0.05257474065117265,2007-03-04
"Dreaming of a Life of Privilege, but First...",A heart that just wasn’t in it.,surprise,3,0.0811123010362757,2007-03-11
"As Survivors, We Were Closer Than Lovers",Cancer lets you cut to the chase; time together means more now.,sadness,70,0.056457720406204344,2007-08-12
"The Rubble of My Marriage, Hidden by Katrina’s","I didn’t want hugs or cards after my divorce, and thanks to the hurricane, I got none.",surprise,71,0.0845698266565019,2007-08-26
"The Rubble of My Marriage, Hidden by Katrina’s","I didn’t want hugs or cards after my divorce, and thanks to the hurricane, I got none.",joy,71,0.0752924882230455,2007-08-26
The People on the Bus Say ‘Shame on You’,"I asked the Internet, When do you tell dear baby “I love you”? ",joy,41,0.16907762225742695,2007-09-02
The People on the Bus Say ‘Shame on You’,"I asked the Internet, When do you tell dear baby “I love you”? ",surprise,41,0.10941088848424899,2007-09-02
"Passage to India, by Way of an Elevator","A moment of pure glee, which happens before everything changes. ",joy,62,0.07489642154917384,2007-09-09
"Passage to India, by Way of an Elevator","A moment of pure glee, which happens before everything changes. ",surprise,62,0.05032909442338867,2007-09-09
How I Turned Into a Stepmonster,"I had given up on loving my stepchildren, or their loving.",joy,41,0.057845802363204385,2007-09-16
A Painful Reminder of My Ex,The man who once wanted me to have his baby now hangs from hooks. My fault?,fear,3,0.08218325338236343,2007-09-23
My Three Years as a Beloved Daughter,Two sets of parents and an East-West emotional divide.,anger,41,0.08206765169445862,2007-09-30
Too Bad for Me That She Was So Well Loved,"I wanted the best for a 2-year-old, but even more, I wanted her.",fear,41,0.09570951998150018,2007-10-21
Why We Needed a Prenup With Our Contractor,I suspected the worst: he was seeing someone else.,fear,72,0.12817635035698635,2007-10-28
The Man I Wish Was Your Father,"Repressed feelings of love, fear and sadness about the father who almost was.",fear,68,0.2950060180404235,2007-11-04
The Man I Wish Was Your Father,"Repressed feelings of love, fear and sadness about the father who almost was.",surprise,68,0.07409254243333949,2007-11-04
The Man I Wish Was Your Father,"Repressed feelings of love, fear and sadness about the father who almost was.",sadness,68,0.05,2007-11-04
My Sorority Pledge? I Swore Off Sisterhood,"Once a girl is made to feel dirty, it becomes her lot, in perpetuity.",anger,40,0.13955135813726632,2007-12-02
My Sorority Pledge? I Swore Off Sisterhood,"Once a girl is made to feel dirty, it becomes her lot, in perpetuity.",fear,40,0.13584490988625403,2007-12-02
"Divorce and a Haircut, Two Bits","At the barber, I looked into the mirror and saw the end of an era.",sadness,73,0.09455681773196534,2007-12-09
"Divorce and a Haircut, Two Bits","At the barber, I looked into the mirror and saw the end of an era.",fear,73,0.05519303057877793,2007-12-09
"Our Joy Knows No Bounds, or Lanes","A few years ago, my life was roadworthy but lonely.",sadness,46,0.0705185853945057,2007-12-30
My Husband May Out-Mom Me,He wasn’t good at making money and I was. As a couple we were a whole.,joy,75,0.42287892872104565,2007-06-10
My Husband May Out-Mom Me,He wasn’t good at making money and I was. As a couple we were a whole.,surprise,75,0.12240459128767858,2007-06-10
My Virginity Went From Choice to Burden,"I even posted it on Craigslist, looking for a little humor in my plight.",joy,35,0.1384488700345532,2007-06-24
Whereas You Were an Insensitive Fool ...,"Being of sound mind and broken foot, I used terms my husband grasped.",sadness,41,0.07023145814638831,2007-07-01
Whereas You Were an Insensitive Fool ...,"Being of sound mind and broken foot, I used terms my husband grasped.",surprise,41,0.06792427564309819,2007-07-01
Whereas You Were an Insensitive Fool ...,"Being of sound mind and broken foot, I used terms my husband grasped.",fear,41,0.06776187885678249,2007-07-01
Would Our Two New Lives Include a Third?,"My husband and I move to Mexico to break into international reporting, but a bigger decision lay ahead.",surprise,76,0.08381718302760512,2007-07-15
Would Our Two New Lives Include a Third?,"My husband and I move to Mexico to break into international reporting, but a bigger decision lay ahead.",joy,76,0.06399202896582958,2007-07-15
The House of No Personal Pronouns,"As my boyfriend and his wife await divorce, four of us share one roof.",joy,41,0.1494118698772782,2007-07-22
The House of No Personal Pronouns,"As my boyfriend and his wife await divorce, four of us share one roof.",surprise,41,0.12621698651810415,2007-07-22
A Friendship Too Tight for Breathing Room,"Closer than sisters, we always said. And then, suddenly, it ended.",sadness,3,0.16538154158785723,2007-08-05
A Friendship Too Tight for Breathing Room,"Closer than sisters, we always said. And then, suddenly, it ended.",fear,3,0.06511348916764509,2007-08-05
"Instant Message, Instant Girlfriend",I used the Internet as a means of communication with women I had already met offline in order to overcome my social awkwardness and forge romantic relationships.,joy,0,0.11264567636410522,2008-05-25
"Take Me as I Am, Whoever I Am","A woman goes public with her bipolar disorder, and assesses how it shaped her love life.",joy,78,0.1689494582617843,2008-01-13
G.P.S. for My Lost Identity,"Like a first love, Big Sur can make you feel small in its grasp.",fear,79,0.12054925475554754,2008-01-20
G.P.S. for My Lost Identity,"Like a first love, Big Sur can make you feel small in its grasp.",joy,79,0.1105817902101161,2008-01-20
G.P.S. for My Lost Identity,"Like a first love, Big Sur can make you feel small in its grasp.",anger,79,0.06060297036819237,2008-01-20
An Open and Shut Marriage,"Married, but still looking, sort of.",joy,2,0.19013321674469227,2008-02-03
"Me, My Daughter and Them","Thinking of my perfect life with Sophie, my daughter, I couldn't marry.",joy,41,0.12211676568658487,2008-03-02
How We Got From Grief to Pancakes,Part of what I love about him is his late wife.,joy,3,0.22937531678339768,2008-03-30
How We Got From Grief to Pancakes,Part of what I love about him is his late wife.,surprise,3,0.08088552291012305,2008-03-30
"The Joy of Marriage Was Ours, for a While","Over a French dinner, my partner, a doctor now, told me goodbye.",surprise,68,0.061144159457444974,2008-04-20
Was I on a Date or Baby-Sitting?,"I was surprised to hear he was a father. I was 28 then and had never dated a guy with a child. Also, he seemed like sort of a kid himself.",joy,27,0.150340073921479,2008-04-27
Was I on a Date or Baby-Sitting?,"I was surprised to hear he was a father. I was 28 then and had never dated a guy with a child. Also, he seemed like sort of a kid himself.",surprise,27,0.05,2008-04-27
Want to Be My Boyfriend? Please Define,The winner of the Modern Love college essay contest writes a clear-eyed account of her generation’s often noncommittal dating scene.,joy,3,0.1454066712689067,2008-05-04
A Wedding Invitation for a Mom Long Gone,"The mother of the bride, there in spirit.",joy,5,0.07998737128054904,2008-05-11
May I Have This Dance?,"Owen Powell, a runner-up in the Modern Love college essay contest, writes about his dreams of Natalie Portman, while serving in Iraq.",joy,0,0.14700787160603934,2008-05-18
It Took a Villain to Save Our Marriage,Some couples become swingers; we provoked the nut down the road.,joy,80,0.10182191845473518,2008-08-09
It Took a Villain to Save Our Marriage,Some couples become swingers; we provoked the nut down the road.,surprise,80,0.05115612772278496,2008-08-09
My Deployment as a War Bride,"Unable to rule events, I vowed not to worry (or answer the door).",surprise,49,0.13074235930932115,2008-08-16
My Deployment as a War Bride,"Unable to rule events, I vowed not to worry (or answer the door).",sadness,49,0.11399480009038326,2008-08-16
My Deployment as a War Bride,"Unable to rule events, I vowed not to worry (or answer the door).",fear,49,0.09115564415673819,2008-08-16
My Deployment as a War Bride,"Unable to rule events, I vowed not to worry (or answer the door).",anger,49,0.0713484748665586,2008-08-16
We’ll Marry Each Other as Often as Needed,Gay and unmarried: the new unheard-of.,joy,68,0.12364309152763987,2008-08-23
‘You Need to Take My Son to Jail’,"He was asking to be an adult, no matter how bad the consequences.",fear,12,0.18466531933097569,2008-08-29
‘You Need to Take My Son to Jail’,"He was asking to be an adult, no matter how bad the consequences.",disgust,12,0.1733306247917754,2008-08-29
‘You Need to Take My Son to Jail’,"He was asking to be an adult, no matter how bad the consequences.",anger,12,0.154027745666465,2008-08-29
‘You Need to Take My Son to Jail’,"He was asking to be an adult, no matter how bad the consequences.",sadness,12,0.11369781430170148,2008-08-29
Shipping My Insecurities to California,How do you break up if there was never any commitment to start?,surprise,3,0.1065180877302067,2008-10-03
Shipping My Insecurities to California,How do you break up if there was never any commitment to start?,sadness,3,0.07390472779367291,2008-10-03
Playing Role Reversal With My Therapist,So maybe that love poem wasn’t his best approach.,joy,0,0.1497974830838286,2008-10-11
The Tiny Hand That Robs the Cradle,"Graffiti Girl didn’t know my son the way I knew him, no matter what the bathroom wall proclaimed.",fear,81,0.05399317580217331,2008-10-17
I Measured My Commitment in Carats,"It was the family jewel, and I was about to give it away.",joy,5,0.127918985924967,2008-10-24
"Have That Baby, Dear. I’ll Just Watch.","When my daughter was born, it was the begining of the end of my marriage.",sadness,6,0.15826012511988846,2008-11-07
"Have That Baby, Dear. I’ll Just Watch.","When my daughter was born, it was the begining of the end of my marriage.",joy,6,0.12583670438719674,2008-11-07
"Have That Baby, Dear. I’ll Just Watch.","When my daughter was born, it was the begining of the end of my marriage.",fear,6,0.06220743871948546,2008-11-07
War Weary From a Dangerous Liaison,"It was hard to end our long-distance fantasy, even after I married. ",joy,0,0.12800695452731028,2008-11-14
War Weary From a Dangerous Liaison,"It was hard to end our long-distance fantasy, even after I married. ",sadness,0,0.1165788871009113,2008-11-14
Sexy Ribbon on the Buyout Package,"Romance, and backseat sex, in the time of buyouts.",joy,82,0.19785461501891616,2008-11-22
"Deeply, Truly (but Not Physically) in Love",A wife wonders what to do when familiarity breeds a contempt for sex.,joy,40,0.16499706787757484,2008-11-28
"Deeply, Truly (but Not Physically) in Love",A wife wonders what to do when familiarity breeds a contempt for sex.,anger,40,0.14136056224561638,2008-11-28
"Deeply, Truly (but Not Physically) in Love",A wife wonders what to do when familiarity breeds a contempt for sex.,fear,40,0.06840533719547509,2008-11-28
"Faithful to His Memory, and His Mother",How can you tell when you start dating someone that you’ll end up spending more time with his mother than with him?,sadness,0,0.1633191996973694,2008-12-06
"Faithful to His Memory, and His Mother",How can you tell when you start dating someone that you’ll end up spending more time with his mother than with him?,joy,0,0.08864087221345193,2008-12-06
"Faithful to His Memory, and His Mother",How can you tell when you start dating someone that you’ll end up spending more time with his mother than with him?,surprise,0,0.05088994144365401,2008-12-06
The Accidental Breadwinner,Jackie Onassis told me to never marry or mix your money. I took her point.,surprise,0,0.07116713138056535,2008-12-13
The Accidental Breadwinner,Jackie Onassis told me to never marry or mix your money. I took her point.,joy,0,0.06335741720837353,2008-12-13
"The Kindness, and Xanax, of Strangers",A woman finds support in strangers after she's diagnosed with breast cancer for a second time.,sadness,56,0.06803515384848297,2008-12-27
"The Kindness, and Xanax, of Strangers",A woman finds support in strangers after she's diagnosed with breast cancer for a second time.,joy,56,0.05657798636389297,2008-12-27
My Dropout Boyfriend Kept Dropping In,It's hard to lose yourself in the woods if you're scared of the dark.,fear,3,0.21769486258188783,2008-06-01
My Dropout Boyfriend Kept Dropping In,It's hard to lose yourself in the woods if you're scared of the dark.,anger,3,0.08631558968527966,2008-06-01
My Dropout Boyfriend Kept Dropping In,It's hard to lose yourself in the woods if you're scared of the dark.,disgust,3,0.08026178714372299,2008-06-01
"As a Father, I Was Hardly a Perfect Fit",My one slim shot at redemption: learn his hat size.,fear,41,0.06432866434207019,2008-06-15
How My Husband Won Back My Vote,Does your marriage need work? Hit the campaign trail.,joy,0,0.12301247656510819,2008-06-22
Rescued by an Israeli Soldier,"""Sometimes we have to fight battles even when we don't want to.""",fear,0,0.40797009399871687,2008-06-29
Rescued by an Israeli Soldier,"""Sometimes we have to fight battles even when we don't want to.""",anger,0,0.0817761468125286,2008-06-29
Rescued by an Israeli Soldier,"""Sometimes we have to fight battles even when we don't want to.""",surprise,0,0.07222892213917569,2008-06-29
Rescued by an Israeli Soldier,"""Sometimes we have to fight battles even when we don't want to.""",sadness,0,0.0699468188322899,2008-06-29
A Support Group Is My Higher Power,An agnostic mother hopes a daughter's faith conquers depression.,sadness,41,0.08427957596448567,2008-07-06
A Brother as Significant as Any Other,A gay and straight brother are each other's best friends.,joy,68,0.3048933356239744,2008-07-13
The Wrong Kind of Inheritance,Would my daughter fall victim to our legacy of family anguish?,sadness,41,0.07989804800356302,2008-07-20
The Wrong Kind of Inheritance,Would my daughter fall victim to our legacy of family anguish?,surprise,41,0.06873974477664058,2008-07-20
The Breakups That Got Under My Skin,"I had a habit of getting a tattoo after a breakup, believing a tattoo was sexy because everyone could see that you opted for pain.",sadness,0,0.15515549256405883,2008-07-27
The Breakups That Got Under My Skin,"I had a habit of getting a tattoo after a breakup, believing a tattoo was sexy because everyone could see that you opted for pain.",disgust,0,0.08172978733605156,2008-07-27
Disassembling My Childhood,A gift for my daughter brings up memories of childhood with my father.,joy,0,0.09436508523977452,2008-08-03
"For Good or Bad, a Lifelong Investment","A son still finds good in a stepfather who had questionable values, but made sure he had decent ones.",joy,41,0.39241582564047633,2009-05-22
"For Good or Bad, a Lifelong Investment","A son still finds good in a stepfather who had questionable values, but made sure he had decent ones.",surprise,41,0.061466349282254154,2009-05-22
My View From the Margins,A writer who is paid to write about love still considers it a big mystery.,joy,0,0.15140424170930544,2009-05-30
"Facing My Obsession, in the Flesh","For many, sex addiction is something to poke fun at, but for others it’s very real and far from a joking matter.",joy,0,0.30796977946419707,2009-01-02
A Guest Star in His Romantic Drama,"Freaks, geeks and finding love somewhere in between.",joy,3,0.13928189021870585,2009-01-17
"A Student of Intimacy, Step by Step",A bad boy with good intentions strives for honesty.,joy,0,0.20668175319270618,2009-01-23
"A Student of Intimacy, Step by Step",A bad boy with good intentions strives for honesty.,surprise,0,0.09169501969560137,2009-01-23
"A Student of Intimacy, Step by Step",A bad boy with good intentions strives for honesty.,anger,0,0.06233200772471706,2009-01-23
"A Student of Intimacy, Step by Step",A bad boy with good intentions strives for honesty.,fear,0,0.05945856858011225,2009-01-23
"My Mr. Right, in the Land of Make-Believe",A woman flies halfway around the world to have a drink with a stranger. ,joy,0,0.1042841577227015,2009-01-31
"In My Mother, a Fear Stripped Bare","A daughter gets to know a country and a woman that have always been close to her, but that she never really knew.",joy,0,0.14540956966031848,2009-02-06
Kept Together by the Bars Between Us,What happens when a marriage faces parole?,surprise,0,0.09887681330847227,2009-02-14
Kept Together by the Bars Between Us,What happens when a marriage faces parole?,joy,0,0.0670015424102782,2009-02-14
Kept Together by the Bars Between Us,What happens when a marriage faces parole?,fear,0,0.050108918816510195,2009-02-14
My Back-Seat View of a Great Romance,The most passionate thing I was ever a part of didn't involve me.,joy,0,0.12599795082445986,2009-02-21
"Swapping Fathers, Swiftly","A daughter remembers how trading fathers meant changing not only a parent, but also countries, accents, lives.",joy,0,0.0707052137069747,2009-02-28
"In a Charmed Life, a Road Less Traveled","After being crippled in a car accident, a wife bobs peacefully, looking once again like every other person lolling in the sea.",surprise,83,0.06957640779334402,2009-03-07
"In a Charmed Life, a Road Less Traveled","After being crippled in a car accident, a wife bobs peacefully, looking once again like every other person lolling in the sea.",joy,83,0.05885275927265082,2009-03-07
A Family That Takes ‘No’ for an Answer (Updated With Podcast),"At a shooting party, lessons are learned about death and denial.",sadness,0,0.2788728303782335,2009-03-13
A Family That Takes ‘No’ for an Answer (Updated With Podcast),"At a shooting party, lessons are learned about death and denial.",fear,0,0.2279141223677168,2009-03-13
My Clock Was Already Ticking,"A woman with regrets gets a second chance at a husband, home and a baby, in that order.",joy,77,0.12970336911616576,2009-03-27
My Clock Was Already Ticking,"A woman with regrets gets a second chance at a husband, home and a baby, in that order.",fear,77,0.0729973077680211,2009-03-27
Just One Last Swirl Around the Bowl,A man becomes emotionally attached and plays caregiver to his daughter’s dying fish.,joy,0,0.24657140093526472,2009-04-04
Just One Last Swirl Around the Bowl,A man becomes emotionally attached and plays caregiver to his daughter’s dying fish.,fear,0,0.1232062685427657,2009-04-04
Finding Forgiveness in a Ziploc,A husband's need for complete control unexpectedly ignites his wife's fuse.,joy,0,0.05120307103810132,2009-04-10
Down to ‘The Wire’,The realism of a gritty TV program gives a couple joy in their last moments together.,joy,0,0.45724191929052094,2009-04-17
‘Maddy’ Just Might Work After All (Updated With Podcast),A transgender parent wonders what kind of men her sons will become.,joy,0,0.05287382701156905,2009-04-24
A Dream Deferred,"He told me that he could not live without me, and that he would not stop telling me how he felt. And then he disappeared.",surprise,84,0.09124004557137437,2009-05-01
The Long Way Home,Tom Waits's music cuts through years of turbulence and strain between a mother and her daughters.,surprise,0,0.09881623387954952,2009-05-09
The Long Way Home,Tom Waits's music cuts through years of turbulence and strain between a mother and her daughters.,joy,0,0.08054279439916082,2009-05-09
"Somewhere Inside, a Path to Empathy","A man learns to deal with Asperger's syndrome, with the help of his wife.",joy,85,0.06114995097900261,2009-05-15
"Somewhere Inside, a Path to Empathy","A man learns to deal with Asperger's syndrome, with the help of his wife.",surprise,85,0.05160924743552928,2009-05-15
All I Wanted Was a Hug,A mission experience in Taiwan arouses an intense desire for human connections in a 22-year-old Mormon woman from the United States.,anger,0,0.08906423105319738,2009-10-30
All I Wanted Was a Hug,A mission experience in Taiwan arouses an intense desire for human connections in a 22-year-old Mormon woman from the United States.,joy,0,0.08601150141675173,2009-10-30
A Brief Visit From My Soldier Son,"Amid anxiety, a family celebrates the wonders of military life with a wedding for a son going off to war.",fear,41,0.27833115943556996,2009-11-06
A Brief Visit From My Soldier Son,"Amid anxiety, a family celebrates the wonders of military life with a wedding for a son going off to war.",joy,41,0.14428633229421203,2009-11-06
A Brief Visit From My Soldier Son,"Amid anxiety, a family celebrates the wonders of military life with a wedding for a son going off to war.",surprise,41,0.13728372257401666,2009-11-06
A Brief Visit From My Soldier Son,"Amid anxiety, a family celebrates the wonders of military life with a wedding for a son going off to war.",sadness,41,0.11040647523661766,2009-11-06
A Brief Visit From My Soldier Son,"Amid anxiety, a family celebrates the wonders of military life with a wedding for a son going off to war.",anger,41,0.0675750108217757,2009-11-06
"That Delicate Membrane, the Heart",Grappling with a stricken father and his demons.,fear,41,0.08443229884154412,2009-11-13
"That Delicate Membrane, the Heart",Grappling with a stricken father and his demons.,surprise,41,0.06921804591828216,2009-11-13
The Boundaries of a Breakup,"If I can snoop on my ex-girlfriend online, then why shouldn’t she be free to befriend my grandpa?",joy,3,0.061130920235018045,2009-11-20
Would My Heart Outrun Its Pursuer?,How might a woman love the millstone I believed myself to be?,joy,83,0.21955720293539496,2009-11-28
"Even in English, a Language Gap",Were subtle clues in our relationship getting lost in translation?,joy,0,0.06541498700208193,2009-12-05
A Joint Account That Underwrites Our Marriage,A man looks back on 35 years of marriage and how he and his wife have managed to stay married so long.,joy,0,0.30731147139060383,2009-12-11
When My Mother Called Out the Posse,"Once my mother welcomed a horse into her barn, a lifelong commitment began.",joy,41,0.07677577855815179,2009-12-24
Could I Forgive Him One Last Time?,"What if my son came to love his father, only to lose him?",joy,61,0.18870969228631285,2009-12-31
Could I Forgive Him One Last Time?,"What if my son came to love his father, only to lose him?",surprise,61,0.07599176527443059,2009-12-31
"Snappish at First, Now All Warm and Fuzzy",A tale of startled dog bites man strengthens a couple's bond.,joy,86,0.08409515714499505,2009-08-15
"Once Political, Now Just Practical","For one couple, ""wife"" was a label that changed meaning in their house, as well as society.",joy,87,0.202109997816875,2009-08-29
"Once Political, Now Just Practical","For one couple, ""wife"" was a label that changed meaning in their house, as well as society.",surprise,87,0.10402844474435893,2009-08-29
Giving Myself Consent to Let Go,"A mother is in charge of every fragment of her deceased husband's life, and she's doing right by it.",sadness,88,0.14543838022317962,2009-09-04
Giving Myself Consent to Let Go,"A mother is in charge of every fragment of her deceased husband's life, and she's doing right by it.",joy,88,0.053252918901115436,2009-09-04
Making Room for My Junk Man,A woman makes room (lots of it) for a pack-rat husband.,joy,89,0.17466566434613823,2009-09-12
My Mother’s Imposed Fast: I Feel Her Hunger,A daughter studies the void in her parents' relationship.,joy,0,0.08321476193822537,2009-09-25
"An Affection Multiplier, With Four Feet and Wet Nose",A couple wonders if a dog can really change the dynamic of their marriage.,joy,34,0.1835434820983916,2009-10-02
"An Affection Multiplier, With Four Feet and Wet Nose",A couple wonders if a dog can really change the dynamic of their marriage.,surprise,34,0.05157561182292923,2009-10-02
For the Boy Who Makes Waves,A father answers his question on what he will do for his son who has special needs.,fear,0,0.0914947844142662,2009-10-09
"To Nurture Again, With Courage","After the death of her daughter, a mother risks her heart again by adopting another child.",sadness,0,0.2793316791055375,2009-10-16
"To Nurture Again, With Courage","After the death of her daughter, a mother risks her heart again by adopting another child.",fear,0,0.18345408945952846,2009-10-16
"To Nurture Again, With Courage","After the death of her daughter, a mother risks her heart again by adopting another child.",surprise,0,0.05067756829389347,2009-10-16
First Comes Marriage,A practical arrangement can blossom into a full life.,sadness,2,0.061804686291230454,2009-06-06
When Bliss Is a Mutual Fund,Invest when we’re awash in debt? My husband says yes!,joy,90,0.07168025370228955,2009-06-12
Good Practice for a Tough Fatherhood,Some children are easy to love. Others require more of us.,joy,12,0.16488500912104803,2009-06-20
"In My Fantasy, I Caught Up to Reality","In an attempt to distract himself from emptiness, a man begins a one-sided love affair at the gym.",joy,0,0.19714054423500021,2009-07-03
"In My Fantasy, I Caught Up to Reality","In an attempt to distract himself from emptiness, a man begins a one-sided love affair at the gym.",surprise,0,0.052550322497688234,2009-07-03
"Yes, We Do. Even at Our Age.",Sexually active at the golden age? Does kissing my husband goodnight count?,joy,0,0.13080065462473717,2009-07-11
A Time to Put Aside the Armor,"A father wonders why his son and father are such a pair, while he and his father seem like such a mismatch.",joy,0,0.15538623808175664,2009-07-17
My Secret Left Me Unable to Help,A conflict with her daughter has a mother wondering how far can you go to help an adult child.,joy,91,0.09281085099291535,2009-07-24
My Secret Left Me Unable to Help,A conflict with her daughter has a mother wondering how far can you go to help an adult child.,surprise,91,0.056232282399987156,2009-07-24
"Those Aren’t Fighting Words, Dear","""I don't love you anymore,"" my husband said, but I survived the sucker punch.",joy,0,0.2109125927966001,2009-08-01
"Those Aren’t Fighting Words, Dear","""I don't love you anymore,"" my husband said, but I survived the sucker punch.",surprise,0,0.09474206456594497,2009-08-01
"Dear Birth Mother, Please Hit ‘Reply’",Facebook brings a woman's birth mother and her family just a keystroke away.,joy,41,0.1439696023045738,2009-08-08
"Dear Birth Mother, Please Hit ‘Reply’",Facebook brings a woman's birth mother and her family just a keystroke away.,surprise,41,0.06758780434392384,2009-08-08
The Ex-Husband Who Never Left,A couple’s divorce arrangement makes dating and moving on an awkward challenge.,surprise,0,0.11277187231114924,2010-03-19
The Ex-Husband Who Never Left,A couple’s divorce arrangement makes dating and moving on an awkward challenge.,joy,0,0.10925087527047178,2010-03-19
"A Life to Live, This Side of the Bars ","In the prison visiting room, a fiancé finds brotherhood among other men whose wives are also incarcerated.",fear,0,0.13111442677933927,2010-03-25
"A Wallet-Size Photo, a Father’s Double Life",A family comes face to face with  their secret second family.,joy,92,0.08298424600636849,2010-04-02
"A Wallet-Size Photo, a Father’s Double Life",A family comes face to face with  their secret second family.,surprise,92,0.07047017777936289,2010-04-02
Sweetest at the End,Disease could have turned Bob violent. He had it another way.,fear,0,0.19602191733055407,2010-04-09
Sweetest at the End,Disease could have turned Bob violent. He had it another way.,anger,0,0.13788427398056108,2010-04-09
Sweetest at the End,Disease could have turned Bob violent. He had it another way.,disgust,0,0.11201535038879681,2010-04-09
Sweetest at the End,Disease could have turned Bob violent. He had it another way.,sadness,0,0.08264962923658932,2010-04-09
Sweetest at the End,Disease could have turned Bob violent. He had it another way.,surprise,0,0.06021754407696787,2010-04-09
"Chatting Up the Trophy Girl, Toddler Style","My son was getting the brush-off from an alluring female he hoped to impress, and I wanted to share some hard-won male insight.",joy,0,0.12669184316778975,2010-04-16
"Chatting Up the Trophy Girl, Toddler Style","My son was getting the brush-off from an alluring female he hoped to impress, and I wanted to share some hard-won male insight.",fear,0,0.08601805960007317,2010-04-16
Anchors Don’t Come in Pretty Boxes,I wasn’t special. Surely marriage would change that.,joy,0,0.09148121048394775,2010-04-23
Anchors Don’t Come in Pretty Boxes,I wasn’t special. Surely marriage would change that.,surprise,0,0.051397422633814985,2010-04-23
Open Adoption: Not So Simple Math,A choreography of nurturing that is both awkward and rewarding.,joy,0,0.06896284238197188,2010-05-07
The Triangle’s Sharpest Point,"The end of a relationship puts the future of a spirited, angry child at risk.",anger,0,0.37707178228637767,2010-05-21
The Triangle’s Sharpest Point,"The end of a relationship puts the future of a spirited, angry child at risk.",sadness,0,0.13809840495986903,2010-05-21
The Triangle’s Sharpest Point,"The end of a relationship puts the future of a spirited, angry child at risk.",fear,0,0.0893386414467985,2010-05-21
How I Earned My Wings Back,"Through my scheming search, I’d actually found love, and instead of me getting his flight benefits, he got mine.",joy,93,0.12584820019610207,2010-01-08
How I Earned My Wings Back,"Through my scheming search, I’d actually found love, and instead of me getting his flight benefits, he got mine.",fear,93,0.08024592944625328,2010-01-08
